ID,Stewed,Prune,Dried,Mixed,Apple,Banana,Berry,Cherry,Grapefruit,Grape,Mango,Melon,Orange,Satsuma,Peach_nectarine,Pear,Pineapple,Plum,Other,Bakedbean,Pulses,Mixedvegetable,Vegetablepieces,Coleslaw,Sidesalad,Avocado,Broadbean,Greenbean,Beetroot,Broccoli,Butternutsquash,Cabbage_kale,Carrot,Cauliflower,Celery,Courgette,Cucumber,Garlic,Leek,Lettuce,Mushroom,Onion,Parsnip,Pea,Sweetpepper,Spinach,Sprouts,Sweetcorn,Freshtomato,Tinnedtomato,Turnip_swede,Watercress,Othervegetables
5911850,0.5,,,,,,,1,,,,,,,,,,,,,,,,,0.5,,,,,1,,,,,,,,,,,,,,,,,,,0.5,,,,
5911966,1,,,,1,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,0.5,,0.5,2,2,2,,,1,0.5,,,2,,,,
5911997,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5912073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5912286,,,,,1,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5912365,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5912450,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
5912530,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5912633,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5912660,,,,,1,1,,,,,,,,,,,,,1,1,,,,,1,,,,,1,,,1,,,,,,,1,1,,,1,,,,,,,,,
5912734,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5912983,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
5913019,,,0.5,,,1,,,,,,1,,,,,,,,,1,1,,,1,,,,1,,,,,,,,,,,1,,,,,1,1,,,1,1,,1,
5913048,,,,,2,2,,,,,,,2,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,
5913201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5913300,,,1,,,1,,,,,,,,1,,,,,1,,0.5,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,
5913387,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,
5913580,,,,,1,,,0.5,,,,,,,,2,,,,,0.25,0.5,,,,,,,,0.25,,,0.25,,0.25,,0.25,,,0.25,,0.25,,,0.25,,,,0.25,,,,
5913615,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5913658,,,,,1,1,,,,,,,,2,,,,3,,,,3,,,2,,,,,0.5,,,,,0.5,,0.5,,,1,1,1,,,2,,,,1,,,,
5914071,,0.5,,,1,,0.5,,,,,,,0.5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5914177,,,,,,,0.5,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
5914225,,,1,,,1,,,,0.5,0.5,,,,,,1,,,,,,,1,1,,,,1,,,,,,0.5,,1,,,1,1,0.5,,,0.5,,,0.5,,,,0.25,
5914239,,,,,1,0.5,1,,,0.5,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,
5914585,,3,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0.25,,,0.25,,,,,0.5,,,,3,,,,
5914624,,,,,,,,,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5914675,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,
5914692,,,,,1,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,
5914700,,,0.5,,,1,1,,,,,,,,,2,,1,,0.25,0.25,0.25,0.25,,,,,0.25,,,,,0.25,,,0.25,,,,,,0.25,,0.25,,,,,,,,,0.25
5914807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5914874,,,,,,1,,,,0.5,,,,1,,,,,,,,,,,,0.5,,,,,,,,,,,0.5,,,,,,,,,1,,,1,,,,
5914915,,,,,1,1,,,,,,,,2,1,,,1,,,1,,,,0.25,,,,,,,,0.5,,,,0.25,0.25,,,,0.25,,,,,,,0.5,,,,0.25
5914981,,,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,
5915184,,,,,2,1,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5915255,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5915297,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,
5915442,,,,,1,1,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,
5915546,,,,,1,1,1,0.5,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,1,,1,1,1,,1,1,,,,1,,,,
5915733,,,,,1,0.5,,,,,,,0.5,,,,,,,,,,,,,,0.25,,,1,,,,0.25,,,,,,,0.25,,,0.5,,,,,,,,,
5915774,,0.5,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5915810,,,0.5,1,,1,,,,0.5,,,,,0.5,0.5,,,,,,,,,,0.5,,1,,,,,,,,,,,,0.5,1,,,,,,,,1,,,,
5915989,,,,,1,1,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
5916051,,1,1,,,1,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.25,0.25,,,,,,,,0.25,,,
5916088,,0.5,,,1,1,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,0.25,,0.25,,0.25,0.25,0.25,,,,,,,,,,0.25,,,,
5916176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5916194,,,0.5,,,,,,,1,,,,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,1,0.5,,,,1,,,,,,,
5916244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5916262,,,,,0.5,0.5,0.5,,,0.5,,,,2,,,,,,,,,1,,,,,0.25,,,,,0.25,,,,,0.25,,,,0.25,,,0.25,,,,,0.25,,,
5916338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5916369,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,0.5,,,,,0.5,,,
5916456,,0.5,,,,0.5,0.5,0.5,,,,,,0.5,,,,0.5,,,,0.5,,,0.25,,,,,0.5,,,0.25,,,,,0.25,,0.25,,0.25,,,0.25,,,,0.25,,,,
5916536,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,0.5,,,,,,,,,,,,,,
5916581,,,0.5,,1,2,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5916708,,,,,1,1,4,,,,,,1,,,1,,,,,,,,,0.25,1,,,,,,,0.25,,,,,,,0.25,,,,,0.25,,,,,0.25,,,
5916731,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,1,,,,,,,,,1,,,,
5916882,,,,,,,,,,1,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,
5916905,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,0.5,,,,,,,,,,
5917131,,,,,,,1,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0.5,,,,,,,,,,,
5917242,,,,,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,0.25,,,,,,,,0.5,,,0.5
5917293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,
5917329,,,,,2,,,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,
5917360,,,,,1,1,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5917455,,,,1,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5917521,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,0.25,,,,,,1,,1,,,
5917691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5917719,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,1,1,,,1,,,,,,,,,,,,,0.5,,,,
5917722,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
5917750,1,,,,,,,,,,,,,,,,,,,,0.5,,,,,,0.5,,,0.5,,0.25,0.25,0.5,,0.5,,1,,1,,,,,0.25,,,,1,,,,
5918008,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,
5918183,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,
5918207,,,1,,,1,0.5,,,,,,,,,,,,,,0.5,,,,1,1,,,1,,,,,,,,0.5,,0.5,1,,1,,,,,,,1,1,,,
5918342,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,0.25,,,0.25,,,,1,,,,
5918381,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5918405,,,,,,2,,,,1,,0.5,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,
5918635,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,2,,,,,,,,,1,,,,1,,,,1,1,1,,,
5918754,,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,1,,,,0.25,,,,0.25,,,
5918790,,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,0.25,,1,0.25,,1,1,0.5,,,1,1,,,,,,,
5918823,,,,,,1,,,,,,,,,,,,,,,,,0.25,,,,,,,0.25,,,0.25,0.25,,,,0.25,,,,0.25,,0.25,0.25,,,,,,,,
5918937,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
5919116,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,2,,,1,,,,,1,,,,,,,,
5919248,,,,2,,,0.5,,0.5,0.5,,0.5,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,
5919334,,,1,,,1,1,,,1,,,1,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,1,,,,1,,,,
5919371,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,
5919380,,,,,1,,,,,,,,,1,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5919517,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,1
5919582,,0.5,0.5,,0.5,0.5,,,,,,,,,,,0.5,,0.5,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,
5919638,,,0.5,,,1,,,,0.5,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5919657,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,0.5,,0.25,,,,,,,2,,,0.5,,,,,1,,,
5919765,,0.5,1,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5919893,,,,,1,,,,,1,0.5,0.5,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5919912,,,,,,,,,,,,,,,,,,,,1,,,,,,,,0.5,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,
5919929,,,,,0.5,0.5,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,1,,,,
5920191,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
5920290,,,,,,2,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,
5920326,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0.25,,,,,0.25,0.25,,1,,,,,0.25,,,,
5920576,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,3,1,,,
5920594,,,,,,1,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5920631,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,0.5,,,,,0.25,,,,0.25,,,0.25,,,,,0.25,,,
5920700,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,1,,,,
5920970,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
5921147,,,1,,,1,1,,,1,,,1,,,,,2,,,,3,,,2,,,,,,,,,,,,1,,,1,1,1,,,1,1,,,2,,,,
5921322,,,0.5,,1,1,0.5,,,0.5,,,,,,,,,,,0.25,0.25,,,,,,,,,,,0.25,,0.25,,0.25,,0.25,0.25,,0.25,0.25,,0.25,,,,0.25,,,,
5921348,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5921470,,,,,1,1,2,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,0.25,,,,0.25,,,,1,,,1,1,,,
5921639,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5921641,,,,,,,3,,,,,,,1,1,1,,,3,,,,2,,1,1,,,,,,0.5,1,,,1,,1,,1,1,1,,,1,2,,,,,,,
5921654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,
5921745,,,,,,,,,,,,,,2,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
5921913,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,0.25,,,,,,1,,,,,
5921932,,,0.5,,,1,,,,,,,,2,,,,,,,1,,0.5,,,,,,,,,,,,,,,,,,,0.25,,1,,,,,,,,,
5922078,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,0.5,,0.5,,,,,,,0.25,0.5,,,,,,,,,,,,,
5922222,,,,,1,1,,,,,,,1,,,,,,,1,,,,0.5,,,,,,0.5,,,1,,,,,,,,0.5,,,,,,,,,0.5,,,
5922323,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,0.5,0.5,,,,2,,,,,,,,,1,,,,
5922334,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,1,,1,1,1,1,,1,,,,,0.25,,,,1,,,,
5922541,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5922695,,,,,1,1,,,,,,,1,,,,,,,0.5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
5922704,,,1,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,
5922765,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5922777,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,0.5,,,,,,,,,,,,,,,
5922974,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5923008,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
5923043,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1
5923067,,,,,,1,1,1,,0.5,,,,,,,,,,,,,,1,1,,,,1,,,,1,,1,,1,,,1,,,,,,,,,1,,,,
5923120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,1,,,,1,,,,,0.5,,,,,,
5923207,1,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,0.5,,,,,,0.5,,1,,,0.5
5923260,,,,,1,1,,,,1,,,,,0.5,,,,1,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,
5923288,,,,2,,1,,,,,,,,,,,1,,,,,,1,,1,,,,1,,,,,,,,2,,,1,,0.5,,,1,,,,3,,,,
5923364,,,1,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,2,,,,
5923426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5923600,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5923635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,1,,,,1
5923698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5923773,,,,,1,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5923897,,,,,,,2,,,,,,,,,,,,1,,,,2,,0.25,,,,,1,,,,,,,,,,0.5,,,,,,1,,,,,,,
5924013,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5924077,,,,,0.5,,,,,1,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5924118,,,,,1,1,,,,,,,,,2,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,
5924211,,,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,1,,1,,,1,,,,,,,,0.5,0.25,1,,0.25,,,,,2,,,
5924341,,,,,,1,,,,,,,,,1,,,,,,,,,0.5,1,,,,,,,,1,,,1,,0.25,,,0.5,0.5,,0.5,0.5,,,0.25,,0.5,,,
5924407,,,,,,1,,,,,,,0.5,,,,,,,,,1,,,1,,,0.25,,,,,,,,,,,,0.25,,,,1,,0.25,,,0.25,,,,
5924460,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
5924619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,
5924895,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5924900,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5924921,0.5,,0.5,,1,0.5,,,1,,,,1,,1,,,1,,,0.5,,0.5,,0.5,,0.25,,0.25,,,,,,,,,,,0.5,,,,,0.25,,,0.25,0.5,,,,
5924944,1,,,,1,1,1,,,1,1,,,1,,,,3,1,,,,,,3,,,,1,,,,1,,1,,1,,,1,,1,,,,,,,3,,,1,
5924979,,,,,,1,2,,,1,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5925009,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,
5925064,,,,,,1,,,,,,,,,,1,,,,,1,,1,,1,,,,,1,,,,,,,,0.25,,1,,,,,,,,,0.5,,,,
5925117,,,,,,0.5,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
5925125,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5925139,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,
5925232,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0.25,,,,
5925289,,,1,,,1,,1,,1,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,
5925367,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,1,,,,,,,,,,2,,,,
5925386,,,1,,1,1,,,,0.5,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
5925392,,0.5,,,,1,,,,0.5,,0.5,,,,,,,,,,1,,,1,,,,,0.5,,,0.5,0.5,,,0.25,0.25,,1,0.5,,,,0.5,,,0.25,0.5,,,0.25,
5925421,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5925551,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
5925772,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,,1,,,,,,,,,,,,,,1,,,0.25,1,,,,,
5925923,,,,,,1,,,,0.5,,,0.5,,,,,,0.5,,,,,,,,,,,,,,,,0.5,,,,0.5,,,0.5,1,,,,,,0.5,,,,1
5925934,,,,,,1,,,,,,,,,,,1,,,,,,1,0.5,1,,,,,,,,0.5,,0.5,,0.5,0.25,,1,1,1,,,1,,,,1,,,,1
5926046,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5926072,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5926095,,,,,1,1,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5926110,,1,1,,,,1,,,,,,,,,,,,,,,,,,,0.5,,,,,,,1,,0.5,,,,1,,,0.5,0.5,0.5,0.5,,,,,1,,,
5926227,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,
5926418,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5926604,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5926632,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,1,,,,,,,,1,1,,,,
5926640,,,,,,0.5,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
5926677,,,,,2,1,2,,,,,,,,,,,,2,,1,,,,,,,,,,1,,1,,,,,2,,,,2,,,1,,,,2,,,2,
5926805,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,0.5,,,,
5926884,,,,,2,2,,,,,,,,,,,,,2,,,,2,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,
5927103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5927221,,,,,,1,,,,,,,,,2,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,0.25,,,,,,,,
5927244,,4,1,,2,1,,,,,,,1,,,,,,,1,,3,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,1,2,,,
5927287,,,,,,2,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5927618,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
5927792,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,
5927839,,,0.5,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,
5927868,,,,,,1,,,,,,,,,,1,,,1,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
5927999,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.25,,,,0.5,,,,,,,,,,,,,,,,,
5928019,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5928050,,,,,,,,1,,0.5,,,,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5928061,,,,,1,,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,1,1,,,
5928151,,,,0.5,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,0.25,,,,,,,0.25,,,,,,,,1,,,,,
5928214,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5928257,,,1,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,1,,0.5,,,0.25,,,,0.5,,,,
5928300,,,,,,1,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,1,,,1,,,,0.5,,,,
5928335,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,
5928468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,
5928502,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0.25,,,,0.25,,,,,,,,0.25,,,
5928534,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5928670,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,0.25,0.25,,,0.25,,,,0.5,,,,
5928813,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,0.25,,,,,0.25,,,,0.5,0.25,0.5,,,,,,,,,
5928856,,,,,,,3,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,
5928865,,,0.5,1,,,2,,,,,1,,,,,1,,,,1,,,,,,,,,1,,,1,,,,,,,,1,1,,,,,,,,,,,
5928975,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,
5929332,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,
5929461,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,0.25,,,0.25,,0.25,,,,,,,,0.25,,,
5929476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,
5929718,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5929771,,,,,1,1,,,,,1,,,,,,,,,,,0.25,,,1,,,,,,,0.5,,,,,0.25,,,,,,,,,,,,,,,,
5929957,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5930120,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
